date,next_date,tenor,regime,forecast_p10,forecast_p50,forecast_p90,realized,in_band
2010-10-22,2010-10-25,USGG7YR Index,2,1.709103118297958,1.822003205257483,1.9445812554691169,1.8773,True
2010-10-22,2010-10-25,USGG10YR Index,2,2.3621642149862345,2.487605314702738,2.6232193824787613,2.5613,True
2010-10-22,2010-10-25,USGG30YR Index,2,3.8105770455865238,3.930911161228149,4.0596446470866026,3.9095,True
2010-10-25,2010-10-26,USGG2YR Index,2,0.14722826625793387,0.2413101761107768,0.33366350534679234,0.3913,False
2010-10-25,2010-10-26,USGG3YR Index,2,0.5221543425867784,0.6174961858602352,0.7161045965980911,0.5904,True
2010-10-25,2010-10-26,USGG5YR Index,2,1.176511618489485,1.2819363287719154,1.3962680960957385,1.2499,True
2010-10-25,2010-10-26,USGG7YR Index,2,1.7272778026286917,1.8400113620255958,1.9650687471666544,1.9573,True
2010-10-25,2010-10-26,USGG10YR Index,2,2.3782864933749734,2.5081238173533196,2.6460829581813745,2.6393,True
2010-10-25,2010-10-26,USGG30YR Index,2,3.7995076058787003,3.917605178719898,4.0395427633648024,3.9946,True
2010-10-26,2010-10-27,USGG2YR Index,2,0.1859713231055714,0.28605819537559224,0.3771569495173067,0.4143,False
2010-10-26,2010-10-27,USGG3YR Index,2,0.5674078075989835,0.6732210024413784,0.7680131203073602,0.6225,True
2010-10-26,2010-10-27,USGG5YR Index,2,1.2355363189641795,1.351132663457367,1.4575874601698229,1.3124,True
2010-10-26,2010-10-27,USGG7YR Index,2,1.7954840985238194,1.9191987092671674,2.03982153213903,2.0354,True
2010-10-26,2010-10-27,USGG10YR Index,2,2.4617514726090803,2.5998415787908318,2.7290690561520017,2.7198,True
2010-10-26,2010-10-27,USGG30YR Index,2,3.8771526805977947,3.999820811800134,4.121266134619933,4.0564,True
2010-10-27,2010-10-28,USGG2YR Index,2,0.21209624158037085,0.30662067243522284,0.40122522899698243,0.3593,True
2010-10-27,2010-10-28,USGG3YR Index,2,0.6040405450201525,0.703466789896777,0.8059871742731383,0.5426,False
2010-10-27,2010-10-28,USGG5YR Index,2,1.2919102767665107,1.3999523363633584,1.5141507328815962,1.2306,False
2010-10-27,2010-10-28,USGG7YR Index,2,1.8648489521184257,1.9853960235203312,2.1089966867774694,1.9355,True
2010-10-27,2010-10-28,USGG10YR Index,2,2.541002734925051,2.6799651527766017,2.8144883587329073,2.6576,True
2010-10-27,2010-10-28,USGG30YR Index,2,3.93570376527149,4.057739867884342,4.181872382184325,4.049,True
2010-10-28,2010-10-29,USGG2YR Index,2,0.14551181093190393,0.23918084665829445,0.3386062772671322,0.3357,True
2010-10-28,2010-10-29,USGG3YR Index,2,0.5366757866708055,0.6323488547020841,0.7358173976664972,0.4947,False
2010-10-28,2010-10-29,USGG5YR Index,2,1.2199117064479323,1.3278725595115586,1.4416989428171716,1.1661,False
2010-10-28,2010-10-29,USGG7YR Index,2,1.7925208714467207,1.910025726709852,2.029003068487155,1.887,True
2010-10-28,2010-10-29,USGG10YR Index,2,2.469332057374317,2.605092153981775,2.7368918362203343,2.5993,True
2010-10-28,2010-10-29,USGG30YR Index,2,3.9366674539219364,4.054369101435421,4.1790388123332205,3.9828,True
2010-10-29,2010-11-01,USGG2YR Index,2,0.11162492830311409,0.20375788236129147,0.29566320981965316,0.3435,False
2010-10-29,2010-11-01,USGG3YR Index,2,0.49858886788528894,0.5933522608783226,0.6866636157557006,0.4893,False
2010-10-29,2010-11-01,USGG5YR Index,2,1.1711648842233895,1.280423465691523,1.3877887117974634,1.166,False
2010-10-29,2010-11-01,USGG7YR Index,2,1.7340300703076872,1.8565371811152538,1.9707466751249494,1.899,True
2010-10-29,2010-11-01,USGG10YR Index,2,2.407438414092514,2.543689409554273,2.6696250988859465,2.6229,True
2010-10-29,2010-11-01,USGG30YR Index,2,3.8706435742832626,3.9902830419854993,4.104478933117336,4.0029,True
2010-11-01,2010-11-02,USGG2YR Index,2,0.10865375856488463,0.20243952660102937,0.30204084350805593,0.3435,False
2010-11-01,2010-11-02,USGG3YR Index,2,0.49702614551793933,0.5962582543308328,0.7022166791908283,0.4946,False
2010-11-01,2010-11-02,USGG5YR Index,2,1.174114283085268,1.286477457551415,1.412234247966007,1.1563,False
2010-11-01,2010-11-02,USGG7YR Index,2,1.7412493427381592,1.8659552165986946,2.0023195493551604,1.8654,True
2010-11-01,2010-11-02,USGG10YR Index,2,2.4179347577990224,2.558003402859858,2.702573941776595,2.5866,True
2010-11-01,2010-11-02,USGG30YR Index,2,3.8860820250898938,4.006723623247545,4.13776565507069,3.9266,True
2010-11-02,2010-11-03,USGG2YR Index,2,0.11731339656435653,0.20674015942315238,0.3046947589569064,0.3277,False
2010-11-02,2010-11-03,USGG3YR Index,2,0.49870708062015773,0.5920940784533533,0.6924706900773626,0.4679,False
2010-11-02,2010-11-03,USGG5YR Index,2,1.1656087792081877,1.269709340513547,1.3759458496297492,1.108,False
2010-11-02,2010-11-03,USGG7YR Index,2,1.725395515332556,1.8381455338700041,1.9560701296290013,1.8176,True
2010-11-02,2010-11-03,USGG10YR Index,2,2.3872462326536525,2.517335773424409,2.6472245050159664,2.5702,True
2010-11-02,2010-11-03,USGG30YR Index,2,3.8186373506008517,3.9325131744546935,4.05466108543694,4.0398,True
2010-11-03,2010-11-04,USGG2YR Index,2,0.09235430762105915,0.18753561159121057,0.28111939394666846,0.3276,False
2010-11-03,2010-11-04,USGG3YR Index,2,0.47223116123267,0.569008954719906,0.667682919151416,0.4411,False
2010-11-03,2010-11-04,USGG5YR Index,2,1.1326820652417944,1.2412748392463124,1.35709077910328,1.0308,False
2010-11-03,2010-11-04,USGG7YR Index,2,1.6874686014883258,1.8091962496876994,1.9420194657489809,1.7224,True
2010-11-03,2010-11-04,USGG10YR Index,2,2.357363067809388,2.4905892251402255,2.6414170271035817,2.489,True
2010-11-03,2010-11-04,USGG30YR Index,2,3.9295637702489326,4.047978831158816,4.1796508750144445,4.0713,True
2010-11-04,2010-11-05,USGG2YR Index,2,0.08352744067557726,0.17976061670614873,0.26378256231708347,0.3671,False
2010-11-04,2010-11-05,USGG3YR Index,2,0.4399023652191192,0.5385027378085705,0.626931715015099,0.5054,True
2010-11-04,2010-11-05,USGG5YR Index,2,1.0695787644552988,1.1805731312641892,1.2806169028646797,1.0915,True
2010-11-04,2010-11-05,USGG7YR Index,2,1.60100060244995,1.726418779386829,1.8367244019686406,1.7603,True
2010-11-04,2010-11-05,USGG10YR Index,2,2.255808785694343,2.391364940460562,2.517473773510847,2.5304,False
2010-11-04,2010-11-05,USGG30YR Index,2,3.9607895138080234,4.082767835223697,4.203081219901117,4.1192,True
2010-11-05,2010-11-08,USGG2YR Index,2,0.13828229959304975,0.23421677541432517,0.3243840126247781,0.3988,False
2010-11-05,2010-11-08,USGG3YR Index,2,0.4913051879014173,0.5939709132918045,0.6867118347491694,0.543,True
2010-11-05,2010-11-08,USGG5YR Index,2,1.124934907045795,1.2313445305737951,1.336020299690398,1.114,False
2010-11-05,2010-11-08,USGG7YR Index,2,1.6556444738826392,1.7749382895165016,1.8905057797711697,1.7579,True
2010-11-05,2010-11-08,USGG10YR Index,2,2.3082656566434783,2.4394062315932823,2.5703891892235946,2.5502,True
2010-11-05,2010-11-08,USGG30YR Index,2,4.013641670049793,4.133536969415916,4.254633103140758,4.1201,True
2010-11-08,2010-11-09,USGG2YR Index,2,0.17165708402703025,0.2675568483752969,0.35597047749733135,0.4387,False
2010-11-08,2010-11-09,USGG3YR Index,2,0.5169005787915057,0.6231686879246878,0.7155262332572317,0.6422,True
2010-11-08,2010-11-09,USGG5YR Index,2,1.1368435171396973,1.251702903144233,1.354692640139258,1.2467,True
2010-11-08,2010-11-09,USGG7YR Index,2,1.6597296838493218,1.7891453940195874,1.8998203870814192,1.8894,True
2010-11-08,2010-11-09,USGG10YR Index,2,2.3011470544647827,2.447618191946856,2.567801989982651,2.6558,False
2010-11-08,2010-11-09,USGG30YR Index,2,4.01514741272462,4.137461414200595,4.250300535288599,4.2466,True
2010-11-09,2010-11-10,USGG2YR Index,2,0.24372106982755876,0.3380232035412352,0.42883525448671883,0.4229,True
2010-11-09,2010-11-10,USGG3YR Index,2,0.6065689798415901,0.7035288212843633,0.8008221047951728,0.6158,True
2010-11-09,2010-11-10,USGG5YR Index,2,1.248054518674688,1.354913689771216,1.4617581818142977,1.198,False
2010-11-09,2010-11-10,USGG7YR Index,2,1.7888653203933091,1.9064547901975475,2.025527040647176,1.8198,True
2010-11-09,2010-11-10,USGG10YR Index,2,2.4532062169573723,2.5782909557365734,2.708775099695006,2.6286,True
2010-11-09,2010-11-10,USGG30YR Index,2,4.134488185635749,4.255599918578113,4.375372419119241,4.2311,True
2010-11-10,2010-11-11,USGG2YR Index,2,0.22093744430553072,0.31138894791951716,0.4064297058891613,0.4231,False
2010-11-10,2010-11-11,USGG3YR Index,2,0.5750269768256344,0.6708905398485248,0.7712926149757275,0.6264,True
2010-11-10,2010-11-11,USGG5YR Index,2,1.203942880200317,1.314603726298015,1.422722244790599,1.2076,True
2010-11-10,2010-11-11,USGG7YR Index,2,1.7394689589728796,1.8594117951133748,1.980687362468818,1.8317,True
2010-11-10,2010-11-11,USGG10YR Index,2,2.3985559355896418,2.525212071809096,2.661083193066159,2.6447,True
2010-11-10,2010-11-11,USGG30YR Index,2,4.121557727231096,4.240162319791149,4.3633881377775525,4.243,True
2010-11-11,2010-11-12,USGG2YR Index,2,0.22075101465736133,0.31524019073001797,0.404461017343601,0.5036,False
2010-11-11,2010-11-12,USGG3YR Index,2,0.5804536269375413,0.6780046222161709,0.7717311635227478,0.7376,True
2010-11-11,2010-11-12,USGG5YR Index,2,1.2178481296147894,1.323087847116513,1.428673862363503,1.3645,True
2010-11-11,2010-11-12,USGG7YR Index,2,1.7577468821922049,1.8730702216114925,1.9872792808942734,1.9958,False
2010-11-11,2010-11-12,USGG10YR Index,2,2.4136769851290594,2.5426829658888055,2.668902890058896,2.7871,False
2010-11-11,2010-11-12,USGG30YR Index,2,4.136929745694721,4.252042256134314,4.363553876571318,4.2844,True
2010-11-12,2010-11-15,USGG2YR Index,2,0.31864392330841185,0.41194121417378726,0.5065785170245662,0.5358,False
2010-11-12,2010-11-15,USGG3YR Index,2,0.6954686773024121,0.7904416733233505,0.8868839753181412,0.8439,True
2010-11-12,2010-11-15,USGG5YR Index,2,1.3567553266353043,1.4594230204732956,1.5636988600905704,1.526,True
2010-11-12,2010-11-15,USGG7YR Index,2,1.907119425732983,2.0266082419618083,2.139023205133969,2.1791,False
2010-11-12,2010-11-15,USGG10YR Index,2,2.573382245593562,2.7104051943729655,2.8405774845045744,2.9593,False
2010-11-12,2010-11-15,USGG30YR Index,2,4.1739047076897355,4.295992573638453,4.409405965575651,4.4153,False
2010-11-15,2010-11-16,USGG2YR Index,2,0.3792424713958671,0.4765781606312029,0.5634812371382661,0.4957,True
2010-11-15,2010-11-16,USGG3YR Index,2,0.781835289282557,0.8824489953434546,0.9724013236885801,0.7803,False
2010-11-15,2010-11-16,USGG5YR Index,2,1.48546883242006,1.5967210533751053,1.6987665664679474,1.4666,False
2010-11-15,2010-11-16,USGG7YR Index,2,2.0733529375200344,2.1939954115610893,2.310551008977284,2.1031,True
2010-11-15,2010-11-16,USGG10YR Index,2,2.7787051947556733,2.9104566884398677,3.0391781080478792,2.84,True
2010-11-15,2010-11-16,USGG30YR Index,2,4.30326119695452,4.4243852097190395,4.539822650159489,4.2648,False
2010-11-16,2010-11-17,USGG2YR Index,2,0.34144688257441547,0.42844702481120955,0.5233261184599649,0.4798,True
2010-11-16,2010-11-17,USGG3YR Index,2,0.7310232591349638,0.8237161674541549,0.9233478685744446,0.7593,True
2010-11-16,2010-11-17,USGG5YR Index,2,1.4123065137843078,1.5212562951045285,1.6301008398299275,1.4667,True
2010-11-16,2010-11-17,USGG7YR Index,2,1.9864535111552881,2.105079352465175,2.224932659814301,2.1375,True
2010-11-16,2010-11-17,USGG10YR Index,2,2.6683306092921146,2.801039119954131,2.929367607802041,2.8766,True
2010-11-16,2010-11-17,USGG30YR Index,2,4.148717336124328,4.267491589428284,4.3903044764888035,4.2853,True
2010-11-17,2010-11-18,USGG2YR Index,2,0.31483377673829255,0.40521867270181866,0.5011236371303275,0.4961,True
2010-11-17,2010-11-18,USGG3YR Index,2,0.7152562810227416,0.8115051531543076,0.9109567958989738,0.7649,True
2010-11-17,2010-11-18,USGG5YR Index,2,1.4193695421234491,1.5265495684915473,1.6410644616896648,1.4966,True
2010-11-17,2010-11-18,USGG7YR Index,2,2.0063796661949778,2.126280571809994,2.248755067850793,2.1819,True
2010-11-17,2010-11-18,USGG10YR Index,2,2.7065844204714633,2.837657479574799,2.9727643960542993,2.895,True
2010-11-17,2010-11-18,USGG30YR Index,2,4.169820388153307,4.289066324666324,4.409922064733647,4.2807,True
2010-11-18,2010-11-19,USGG2YR Index,2,0.3250669430698319,0.4210756180563978,0.5148480350485845,0.5047,True
2010-11-18,2010-11-19,USGG3YR Index,2,0.7327128097273429,0.830556008782074,0.9260944515751665,0.7816,True
2010-11-18,2010-11-19,USGG5YR Index,2,1.4411290501322702,1.5528043816643016,1.661358480182339,1.5169,True
2010-11-18,2010-11-19,USGG7YR Index,2,2.032894926823923,2.155830546197258,2.27653424097925,2.1871,True
2010-11-18,2010-11-19,USGG10YR Index,2,2.7350384883691756,2.87043227151272,3.0042704844825265,2.8713,True
2010-11-18,2010-11-19,USGG30YR Index,2,4.166121523246036,4.281677434771431,4.399867667473278,4.2444,True
2010-11-19,2010-11-22,USGG2YR Index,2,0.34446842598405447,0.44139406227062256,0.5349734853007668,0.4642,True
2010-11-19,2010-11-22,USGG3YR Index,2,0.746021622427357,0.8473135577205752,0.9456939203753796,0.7018,False
2010-11-19,2010-11-22,USGG5YR Index,2,1.4465492471714356,1.5597942793863853,1.6728233970004638,1.4177,False
2010-11-19,2010-11-22,USGG7YR Index,2,2.0315471839174535,2.1540979382230665,2.278425639345977,2.0913,True
2010-11-19,2010-11-22,USGG10YR Index,2,2.7229112822693406,2.859671364803141,2.9972431234540986,2.8019,True
2010-11-19,2010-11-22,USGG30YR Index,2,4.124394909351558,4.2471355885834345,4.366667506886947,4.2048,True
2010-11-22,2010-11-23,USGG2YR Index,2,0.27472473788764656,0.37328326328608374,0.46552161751227683,0.4529,True
2010-11-22,2010-11-23,USGG3YR Index,2,0.6705307899436245,0.7719026377542215,0.8695349469677441,0.686,True
2010-11-22,2010-11-23,USGG5YR Index,2,1.3661017340247101,1.475839270014133,1.5870925191534093,1.3946,True
2010-11-22,2010-11-23,USGG7YR Index,2,1.9390152759761787,2.062822823201178,2.188929211059797,2.0743,True
2010-11-22,2010-11-23,USGG10YR Index,2,2.626719871803447,2.7631173966531497,2.903183581111049,2.7729,True
2010-11-22,2010-11-23,USGG30YR Index,2,4.071794570460193,4.201455412486291,4.330015132538197,4.1901,True
2010-11-23,2010-11-24,USGG2YR Index,2,0.26682875439505005,0.369694669729041,0.4605260052523777,0.5315,False
2010-11-23,2010-11-24,USGG3YR Index,2,0.655868134952285,0.7665756380788431,0.8637391217211794,0.7934,True
2010-11-23,2010-11-24,USGG5YR Index,2,1.347246186729225,1.46322930575188,1.5734591584332793,1.5609,True
2010-11-23,2010-11-24,USGG7YR Index,2,1.9235152909875837,2.0496314365816835,2.166438591360992,2.2197,False
2010-11-23,2010-11-24,USGG10YR Index,2,2.6085976170492566,2.7462449140676877,2.879596042940215,2.912,False
2010-11-23,2010-11-24,USGG30YR Index,2,4.075504715308851,4.197881379569461,4.318252653805607,4.2797,True
2010-11-24,2010-11-25,USGG2YR Index,2,0.36582946872367467,0.4606157919038322,0.5479383664782128,0.5315,True
2010-11-24,2010-11-25,USGG3YR Index,2,0.7744285530736189,0.8731026029292814,0.9666969087853727,0.7942,True
2010-11-24,2010-11-25,USGG5YR Index,2,1.4840582816918022,1.594589759212312,1.69495750650523,1.5641,True
2010-11-24,2010-11-25,USGG7YR Index,2,2.072032249872335,2.1953429789997343,2.3083394360165874,2.2403,True
2010-11-24,2010-11-25,USGG10YR Index,2,2.7696107823421943,2.9034648324175514,3.040339670983981,2.9085,True
2010-11-24,2010-11-25,USGG30YR Index,2,4.160170806229726,4.280380216026737,4.403547282189424,4.275,True
2010-11-25,2010-11-26,USGG2YR Index,2,0.3709804795552891,0.4575462940166166,0.5484059034440982,0.5079,True
2010-11-25,2010-11-26,USGG3YR Index,2,0.779069986984724,0.8697212838510016,0.9685357472485964,0.7676,False
2010-11-25,2010-11-26,USGG5YR Index,2,1.4895243893650183,1.589525454595735,1.7015540484863507,1.5281,True
2010-11-25,2010-11-26,USGG7YR Index,2,2.0791659019831976,2.1928381801458805,2.312342802125914,2.2088,True
2010-11-25,2010-11-26,USGG10YR Index,2,2.7798564963403654,2.902037932847814,3.0392415377938073,2.8663,True
2010-11-25,2010-11-26,USGG30YR Index,2,4.1594365192507485,4.272064270430045,4.392165236120581,4.2093,True
2010-11-26,2010-11-29,USGG2YR Index,2,0.3434907392784891,0.44002637602001143,0.5331265182743893,0.5079,True
2010-11-26,2010-11-29,USGG3YR Index,2,0.7531513602284269,0.8478213845160596,0.9442450120746,0.7514,False
2010-11-26,2010-11-29,USGG5YR Index,2,1.4633787196127792,1.566350404922599,1.6744891044475827,1.502,True
2010-11-26,2010-11-29,USGG7YR Index,2,2.05274884657212,2.164270283497081,2.2825184887586416,2.1799,True
2010-11-26,2010-11-29,USGG10YR Index,2,2.747259654029401,2.8717659602974335,3.004253662519031,2.8205,True
2010-11-26,2010-11-29,USGG30YR Index,2,4.098698247663543,4.214064494175073,4.331716185855718,4.1401,True
2010-11-29,2010-11-30,USGG2YR Index,2,0.3367069311393681,0.4326627755565751,0.5323034536432492,0.4528,True
2010-11-29,2010-11-30,USGG3YR Index,2,0.7369101790346423,0.8363476822694142,0.9376677377313938,0.6979,False
2010-11-29,2010-11-30,USGG5YR Index,2,1.4348904788676484,1.541130360316855,1.6495743147777842,1.4661,True
2010-11-29,2010-11-30,USGG7YR Index,2,2.0093396157692123,2.127828091588789,2.250411982645233,2.1533,True
2010-11-29,2010-11-30,USGG10YR Index,2,2.6871318560518294,2.822059983986003,2.953570373525657,2.7968,True
2010-11-29,2010-11-30,USGG30YR Index,2,4.023569039043848,4.141716589271503,4.262817774242151,4.1104,True
2010-11-30,2010-12-01,USGG2YR Index,2,0.2847401529715137,0.37506244204819605,0.46849128641321774,0.5315,False
2010-11-30,2010-12-01,USGG3YR Index,2,0.6897858471968688,0.7854838876674903,0.8806669744224332,0.822,True
2010-11-30,2010-12-01,USGG5YR Index,2,1.3952901371664788,1.5028232736338771,1.6067948436373338,1.6367,False
2010-11-30,2010-12-01,USGG7YR Index,2,1.980929420763067,2.0982486771593254,2.211566094855066,2.3254,False
2010-11-30,2010-12-01,USGG10YR Index,2,2.668646615425776,2.800796592610208,2.9244974065242624,2.9642,False
2010-11-30,2010-12-01,USGG30YR Index,2,3.992250942562769,4.117131387594146,4.225675668837129,4.2397,False
2010-12-01,2010-12-02,USGG2YR Index,2,0.38003066490300563,0.4753015753193707,0.5660625770734755,0.5395,True
2010-12-01,2010-12-02,USGG3YR Index,2,0.8035469847307556,0.9008135135288853,0.9979002700632402,0.8385,True
2010-12-01,2010-12-02,USGG5YR Index,2,1.5400254993386289,1.645609093544767,1.7571784979866152,1.6698,True
2010-12-01,2010-12-02,USGG7YR Index,2,2.147250276850828,2.2618035427523155,2.3853219088579043,2.3646,True
2010-12-01,2010-12-02,USGG10YR Index,2,2.8570317803265812,2.982425454959953,3.1229283474191405,2.9885,True
2010-12-01,2010-12-02,USGG30YR Index,2,4.11674370756441,4.234736443203424,4.361752138670178,4.2545,True
2010-12-02,2010-12-03,USGG2YR Index,2,0.39905047809325717,0.4890571307351229,0.5832699324690703,0.4683,True
2010-12-02,2010-12-03,USGG3YR Index,2,0.8260992124482538,0.9204915652850683,1.013318838002283,0.7691,False
2010-12-02,2010-12-03,USGG5YR Index,2,1.5670476017630104,1.67176524331396,1.7803215890630406,1.6141,True
2010-12-02,2010-12-03,USGG7YR Index,2,2.1714680028551574,2.2919425147049175,2.41448194831298,2.3402,True
2010-12-02,2010-12-03,USGG10YR Index,2,2.8851561380426203,3.0169315875925453,3.1560907634599977,3.0055,True
2010-12-02,2010-12-03,USGG30YR Index,2,4.133833787564407,4.2472453181719025,4.367834447783726,4.3143,True
2010-12-03,2010-12-06,USGG2YR Index,2,0.31822516632658654,0.4074165781422078,0.4941581302255835,0.4207,True
2010-12-03,2010-12-06,USGG3YR Index,2,0.7620062525038325,0.8538915634833757,0.9422357205903438,0.6937,False
2010-12-03,2010-12-06,USGG5YR Index,2,1.5332010611640343,1.6307740020398704,1.72959698999107,1.5155,False
2010-12-03,2010-12-06,USGG7YR Index,2,2.166867567794132,2.274410891000966,2.3839559250412585,2.2475,True
2010-12-03,2010-12-06,USGG10YR Index,2,2.9081594696407618,3.02816083520613,3.153638631867088,2.9201,True
2010-12-03,2010-12-06,USGG30YR Index,2,4.204744130289161,4.314188129582567,4.429711525774137,4.2397,True
2010-12-06,2010-12-07,USGG2YR Index,2,0.2516869608968689,0.3445283413360666,0.4371543767157807,0.5318,False
2010-12-06,2010-12-07,USGG3YR Index,2,0.6853772464129365,0.7852789773522024,0.8795568440295425,0.8238,True
2010-12-06,2010-12-07,USGG5YR Index,2,1.4375200255768847,1.5511368461057158,1.6592040234149732,1.7236,False
2010-12-06,2010-12-07,USGG7YR Index,2,2.05872752454579,2.187963432084636,2.308386334698224,2.4805,False
2010-12-06,2010-12-07,USGG10YR Index,2,2.790806438310296,2.934580470770645,3.0698567270108814,3.1257,False
2010-12-06,2010-12-07,USGG30YR Index,2,4.123635063150915,4.243487321857194,4.359810976213437,4.3674,False
2010-12-07,2010-12-08,USGG2YR Index,2,0.37300640297411647,0.4622919215741209,0.5576809273857766,0.6275,False
2010-12-07,2010-12-08,USGG3YR Index,2,0.8316970238022892,0.9264591714924069,1.0256835880949198,0.9831,True
2010-12-07,2010-12-08,USGG5YR Index,2,1.6201001690298589,1.7321831093449085,1.843028410892296,1.8806,False
2010-12-07,2010-12-08,USGG7YR Index,2,2.272280254970414,2.396247958607624,2.514404644936961,2.6348,False
2010-12-07,2010-12-08,USGG10YR Index,2,3.0304627977839385,3.163752913644824,3.302180608202629,3.2723,True
2010-12-07,2010-12-08,USGG30YR Index,2,4.245545132120444,4.362327321705744,4.490017102069785,4.4561,True
2010-12-08,2010-12-09,USGG2YR Index,2,0.4973605343062804,0.5932771665251915,0.6868383612760659,0.6197,True
2010-12-08,2010-12-09,USGG3YR Index,2,0.966158516725018,1.0645236219654908,1.1654057999698764,0.9884,True
2010-12-08,2010-12-09,USGG5YR Index,2,1.7750472400048998,1.8827380640237243,1.9949523563001745,1.8875,True
2010-12-08,2010-12-09,USGG7YR Index,2,2.437845032143961,2.553195719964868,2.677361458432766,2.6024,True
2010-12-08,2010-12-09,USGG10YR Index,2,3.200108868897412,3.3280123426641737,3.4681988267034063,3.2037,True
2010-12-08,2010-12-09,USGG30YR Index,2,4.340169864961443,4.4564451916536925,4.5853579961697255,4.398,True
2010-12-09,2010-12-10,USGG2YR Index,2,0.5039228356659814,0.5985816888346129,0.6961657745794122,0.6363,True
2010-12-09,2010-12-10,USGG3YR Index,2,0.9550135426455653,1.0571238734207293,1.1588310570531655,1.0417,True
2010-12-09,2010-12-10,USGG5YR Index,2,1.7476909418830884,1.8581074165875329,1.9719455000233288,1.9826,False
2010-12-09,2010-12-10,USGG7YR Index,2,2.39343695971555,2.5172271152352232,2.6371063753158004,2.7082,False
2010-12-09,2010-12-10,USGG10YR Index,2,3.1358879696270265,3.27576833269073,3.4086779744491795,3.319,True
2010-12-09,2010-12-10,USGG30YR Index,2,4.271987285749753,4.395165311622252,4.511875834204571,4.4289,True
2010-12-10,2010-12-13,USGG2YR Index,2,0.5354264921946862,0.6272543675248963,0.719225865943594,0.5802,True
2010-12-10,2010-12-13,USGG3YR Index,2,1.013372862712657,1.1070192130479004,1.2039653544555986,0.9672,False
2010-12-10,2010-12-13,USGG5YR Index,2,1.835404353551913,1.9400753785910458,2.0476345436544268,1.8752,True
2010-12-10,2010-12-13,USGG7YR Index,2,2.5038909126421203,2.6207877040472343,2.740401614880875,2.6154,True
2010-12-10,2010-12-13,USGG10YR Index,2,3.2705958223904674,3.399386608308295,3.5296304682395374,3.275,True
2010-12-10,2010-12-13,USGG30YR Index,2,4.303793497314058,4.422368827198239,4.541826517893317,4.4076,True
2010-12-13,2010-12-14,USGG2YR Index,2,0.46473137341924786,0.5524262900861713,0.6407231639200996,0.6528,False
2010-12-13,2010-12-14,USGG3YR Index,2,0.9433994866672348,1.0323331297239702,1.1268722156073403,1.0737,True
2010-12-13,2010-12-14,USGG5YR Index,2,1.7638930979436904,1.8641156547387205,1.9670040837583211,2.0679,False
2010-12-13,2010-12-14,USGG7YR Index,2,2.4302999860262813,2.5476677180557665,2.657979856360205,2.835,False
2010-12-13,2010-12-14,USGG10YR Index,2,3.1977074530356706,3.3316983678602767,3.4493801459078486,3.4727,False
2010-12-13,2010-12-14,USGG30YR Index,2,4.293638354090418,4.409270788674457,4.516616957786108,4.5288,False
2010-12-14,2010-12-15,USGG2YR Index,2,0.551104627383601,0.6437524981507379,0.7323507563057978,0.6691,True
2010-12-14,2010-12-15,USGG3YR Index,2,1.0505823039706204,1.1525823237190669,1.245361461380779,1.1007,True
2010-12-14,2010-12-15,USGG5YR Index,2,1.9102065356885953,2.0313014292630203,2.138239390657023,2.1193,True
2010-12-14,2010-12-15,USGG7YR Index,2,2.6127019624270984,2.7473383261196314,2.865580769384577,2.876,False
2010-12-14,2010-12-15,USGG10YR Index,2,3.413414052930896,3.5608690853663787,3.6893387461926253,3.5318,True
2010-12-14,2010-12-15,USGG30YR Index,2,4.399790466796099,4.5245467617854995,4.648404417708364,4.5947,True
2010-12-15,2010-12-16,USGG2YR Index,2,0.5713765013944975,0.6612215097925899,0.7497791588915489,0.637,True
2010-12-15,2010-12-16,USGG3YR Index,2,1.0844746742665032,1.1764356613473899,1.2672814911047934,1.0369,False
2010-12-15,2010-12-16,USGG5YR Index,2,1.9629967783720892,2.069126494513867,2.168284015726596,2.0245,True
2010-12-15,2010-12-16,USGG7YR Index,2,2.6769421099466144,2.793932231486854,2.905246551757542,2.7821,True
2010-12-15,2010-12-16,USGG10YR Index,2,3.487418322316345,3.618017310073616,3.739636664008331,3.4224,False
2010-12-15,2010-12-16,USGG30YR Index,2,4.478693961194514,4.595195660490893,4.702031693140442,4.5338,True
2010-12-16,2010-12-17,USGG2YR Index,2,0.521040799547157,0.6196955108275817,0.7079063004315771,0.6052,True
2010-12-16,2010-12-17,USGG3YR Index,2,1.0192817782795218,1.1208270755356473,1.2120169335580273,0.9949,False
2010-12-16,2010-12-17,USGG5YR Index,2,1.8760785530933834,1.9877088960264726,2.0918552311522203,1.9544,True
2010-12-16,2010-12-17,USGG7YR Index,2,2.5733787936350834,2.6948301233898455,2.8080058384581252,2.6866,True
2010-12-16,2010-12-17,USGG10YR Index,2,3.3711472032843526,3.5027908728884203,3.6289328010005977,3.3279,False
2010-12-16,2010-12-17,USGG30YR Index,2,4.4120580292868885,4.531274312902038,4.651025344994418,4.4367,True
2010-12-17,2010-12-20,USGG2YR Index,2,0.4906068455749431,0.584596398554255,0.6760153335225298,0.5972,True
2010-12-17,2010-12-20,USGG3YR Index,2,0.9733243424536597,1.0705667239881227,1.1680637896152317,0.9951,True
2010-12-17,2010-12-20,USGG5YR Index,2,1.8086321072135239,1.9142629102620798,2.0318553445385477,1.9479,True
2010-12-17,2010-12-20,USGG7YR Index,2,2.488816881722074,2.6048930277781754,2.7348222323323252,2.6893,True
