date,next_date,tenor,regime,forecast_p10,forecast_p50,forecast_p90,realized,rmse,mae,crps,pit,in_band
2021-11-23,2021-11-24,USGG3YR Index,2,0.9748854354647253,1.011377075140797,1.047715937032482,0.964,0.04739769155166229,0.04739769155166229,0.034717827847141204,0.015,False
2021-11-23,2021-11-24,USGG5YR Index,2,1.2536374812074862,1.2881388989536884,1.3225198787712538,1.3424,0.05419481241931767,0.05419481241931767,0.042152679627958926,0.997,False
2021-11-23,2021-11-24,USGG7YR Index,2,1.4921724433334789,1.5248318831518084,1.5572294158853581,1.571,0.046064181852721875,0.046064181852721875,0.033997187609025516,0.989,False
2021-11-23,2021-11-24,USGG10YR Index,2,1.7856233488190485,1.815658058382374,1.84541463011906,1.6341,0.18170994088794323,0.18170994088794323,0.17138553123629527,0.0,False
2021-11-23,2021-11-24,USGG30YR Index,2,2.5678119361047247,2.5855793138797107,2.6040062785065903,1.9594,0.6264101361227508,0.6264101361227508,0.6200092365184307,0.0,False
2021-11-24,2021-11-25,USGG2YR Index,2,0.8347359445617306,0.8716110649379225,0.9054624917480217,0.6398,0.23105100589174243,0.23105100589174243,0.21795635564057103,0.0,False
2021-11-24,2021-11-25,USGG3YR Index,2,0.9902441021024676,1.0260651206124425,1.0588476431069014,0.964,0.06131347473665327,0.06131347473665327,0.05167178573753495,0.004,False
2021-11-24,2021-11-25,USGG5YR Index,2,1.2674598361804201,1.3013419477903814,1.332485532450528,1.3424,0.04170778469112335,0.04170778469112335,0.03205675295985694,0.986,False
2021-11-24,2021-11-25,USGG7YR Index,2,1.5046741889775221,1.5366885145144793,1.5663535363647536,1.571,0.034932980964258675,0.034932980964258675,0.025901306907933574,0.977,False
2021-11-24,2021-11-25,USGG10YR Index,2,1.796262253709739,1.8260967826246823,1.853324023793942,1.6341,0.19093718389391068,0.19093718389391068,0.1816261042033352,0.0,False
